Frame,Timestamp
1,1744730063.35349
2,1744730063.38914
3,1744730063.42119
4,1744730063.44893
5,1744730063.46741
6,1744730063.48284
7,1744730063.4961
8,1744730063.51191
9,1744730063.52408
10,1744730063.53688
11,1744730063.54944
12,1744730063.56191
13,1744730063.57399
14,1744730063.58617
15,1744730063.59894
16,1744730063.61167
17,1744730063.62448
18,1744730063.63719
19,1744730063.65601
20,1744730063.67003
21,1744730063.68387
22,1744730063.69746
23,1744730063.72424
24,1744730063.74163
25,1744730063.75684
26,1744730063.77039
27,1744730063.78966
28,1744730063.80541
29,1744730063.82247
30,1744730063.85136
31,1744730063.86476
32,1744730063.87801
33,1744730063.89068
34,1744730063.90345
35,1744730063.92221
36,1744730063.9379
37,1744730063.95685
38,1744730063.98142
39,1744730064.00167
40,1744730064.0192
41,1744730064.03415
42,1744730064.04787
43,1744730064.06019
44,1744730064.07238
45,1744730064.08959
46,1744730064.10382
47,1744730064.12209
48,1744730064.13627
49,1744730064.15552
50,1744730064.18805
51,1744730064.20868
52,1744730064.24059
53,1744730064.26399
54,1744730064.28234
55,1744730064.29881
56,1744730064.31395
57,1744730064.32707
58,1744730064.33969
59,1744730064.35176
60,1744730064.36419
61,1744730064.3771
62,1744730064.38989
63,1744730064.40232
64,1744730064.41474
65,1744730064.42754
66,1744730064.43989
67,1744730064.45227
68,1744730064.46469
69,1744730064.4885
70,1744730064.52023
71,1744730064.54274
72,1744730064.56141
73,1744730064.57768
74,1744730064.59163
75,1744730064.60427
76,1744730064.61877
77,1744730064.63124
78,1744730064.64338
79,1744730064.65679
80,1744730064.66905
81,1744730064.69121
82,1744730064.72489
83,1744730064.74941
84,1744730064.76941
85,1744730064.78774
86,1744730064.82027
87,1744730064.84483
88,1744730064.86471
89,1744730064.87675
90,1744730064.88946
91,1744730064.91994
92,1744730064.9425
93,1744730064.96185
94,1744730064.97857
95,1744730064.99357
96,1744730065.02501
97,1744730065.04831
98,1744730065.06713
99,1744730065.08366
100,1744730065.09724
101,1744730065.10935
102,1744730065.12198
103,1744730065.13424
104,1744730065.14696
105,1744730065.15938
106,1744730065.17131
107,1744730065.18387
108,1744730065.19641
109,1744730065.21236
110,1744730065.22466
111,1744730065.23653
112,1744730065.24933
113,1744730065.26162
114,1744730065.27356
115,1744730065.30388
116,1744730065.32643
117,1744730065.34459
118,1744730065.36041
119,1744730065.37405
120,1744730065.38814
121,1744730065.40109
122,1744730065.4138
123,1744730065.42645
124,1744730065.43869
125,1744730065.45162
126,1744730065.46626
127,1744730065.47978
128,1744730065.49248
129,1744730065.50437
130,1744730065.51693
131,1744730065.52926
132,1744730065.54163
133,1744730065.55588
134,1744730065.57143
135,1744730065.58639
136,1744730065.59982
137,1744730065.62322
138,1744730065.63572
139,1744730065.65503
140,1744730065.66881
141,1744730065.68225
142,1744730065.69447
143,1744730065.72429
144,1744730065.74516
145,1744730065.76298
146,1744730065.77813
147,1744730065.7923
148,1744730065.81661
149,1744730065.83656
150,1744730065.85327
151,1744730065.86837
152,1744730065.88157
153,1744730065.89584
154,1744730065.90891
155,1744730065.92537
156,1744730065.93744
157,1744730065.95423
158,1744730065.9837
159,1744730066.00556
160,1744730066.02433
161,1744730066.03961
162,1744730066.05306
163,1744730066.06551
164,1744730066.08117
165,1744730066.09318
