Frame,Timestamp
1,1744998132.16502
2,1744998132.19796
3,1744998132.22565
4,1744998132.24678
5,1744998132.2662
6,1744998132.28212
7,1744998132.29524
8,1744998132.30746
9,1744998132.31924
10,1744998132.33064
11,1744998132.34554
12,1744998132.35727
13,1744998132.36971
14,1744998132.38109
15,1744998132.39306
16,1744998132.40693
17,1744998132.42499
18,1744998132.45366
19,1744998132.4759
20,1744998132.49339
21,1744998132.50808
22,1744998132.52125
23,1744998132.5332
24,1744998132.54439
25,1744998132.55639
26,1744998132.56746
27,1744998132.59191
28,1744998132.61007
29,1744998132.6266
30,1744998132.64037
31,1744998132.65922
32,1744998132.6728
33,1744998132.68583
34,1744998132.69948
35,1744998132.72599
36,1744998132.758
37,1744998132.78243
38,1744998132.80145
39,1744998132.81789
40,1744998132.83213
41,1744998132.8449
42,1744998132.85677
43,1744998132.86832
44,1744998132.88015
45,1744998132.89227
46,1744998132.90354
47,1744998132.9305
48,1744998132.94751
49,1744998132.96178
50,1744998132.97445
51,1744998132.99261
52,1744998133.01011
53,1744998133.0255
54,1744998133.03774
55,1744998133.05938
56,1744998133.07442
57,1744998133.08857
58,1744998133.10115
59,1744998133.12511
60,1744998133.14134
61,1744998133.15886
62,1744998133.18911
63,1744998133.21094
64,1744998133.2323
65,1744998133.24774
66,1744998133.26392
67,1744998133.29229
68,1744998133.31552
69,1744998133.33324
70,1744998133.34915
71,1744998133.36619
72,1744998133.38082
73,1744998133.39429
74,1744998133.40763
75,1744998133.41877
76,1744998133.43519
77,1744998133.46054
78,1744998133.48038
79,1744998133.49889
80,1744998133.51379
81,1744998133.52696
82,1744998133.53818
83,1744998133.54979
84,1744998133.56107
85,1744998133.57235
86,1744998133.58428
87,1744998133.59608
88,1744998133.60748
89,1744998133.62471
90,1744998133.63892
91,1744998133.65922
92,1744998133.67405
93,1744998133.69058
94,1744998133.70673
95,1744998133.72746
96,1744998133.73901
97,1744998133.76004
98,1744998133.77516
99,1744998133.79326
100,1744998133.81713
101,1744998133.84101
102,1744998133.86229
103,1744998133.87934
104,1744998133.89148
105,1744998133.90327
106,1744998133.91635
107,1744998133.92797
108,1744998133.93931
109,1744998133.956
110,1744998133.98389
111,1744998134.00466
112,1744998134.02231
113,1744998134.03693
114,1744998134.04973
115,1744998134.06087
116,1744998134.07147
117,1744998134.08858
118,1744998134.1175
119,1744998134.13904
120,1744998134.15751
121,1744998134.17272
122,1744998134.18671
123,1744998134.19868
124,1744998134.21015
125,1744998134.2233
126,1744998134.23499
127,1744998134.25439
128,1744998134.26962
129,1744998134.2924
130,1744998134.30886
131,1744998134.32664
132,1744998134.35587
133,1744998134.37776
134,1744998134.39629
135,1744998134.41169
136,1744998134.42634
137,1744998134.43764
138,1744998134.45177
139,1744998134.46306
140,1744998134.47589
141,1744998134.49154
142,1744998134.51651
143,1744998134.53624
144,1744998134.55348
145,1744998134.57068
146,1744998134.5833
147,1744998134.59529
148,1744998134.60766
149,1744998134.62818
150,1744998134.64097
151,1744998134.65561
152,1744998134.66757
153,1744998134.6939
154,1744998134.71956
155,1744998134.73913
156,1744998134.75643
157,1744998134.77092
158,1744998134.784
159,1744998134.79692
160,1744998134.80779
161,1744998134.82111
162,1744998134.84521
163,1744998134.86256
164,1744998134.87652
165,1744998134.8931
166,1744998134.9051
167,1744998134.92191
168,1744998134.95072
169,1744998134.97255
170,1744998134.99043
171,1744998135.00569
172,1744998135.01878
173,1744998135.03121
174,1744998135.04273
175,1744998135.06079
176,1744998135.07969
177,1744998135.10059
178,1744998135.11749
179,1744998135.13322
180,1744998135.14878
181,1744998135.17815
182,1744998135.20288
183,1744998135.22023
184,1744998135.2384
185,1744998135.2535
186,1744998135.26603
187,1744998135.27742
188,1744998135.29017
189,1744998135.30108
190,1744998135.31242
191,1744998135.32809
192,1744998135.34933
193,1744998135.36805
194,1744998135.38457
195,1744998135.40608
196,1744998135.43233
197,1744998135.45525
198,1744998135.47374
199,1744998135.48847
200,1744998135.50077
201,1744998135.5119
202,1744998135.52309
203,1744998135.53425
204,1744998135.54574
205,1744998135.56037
206,1744998135.57255
207,1744998135.60031
208,1744998135.61956
209,1744998135.63605
210,1744998135.6517
211,1744998135.66475
212,1744998135.67629
213,1744998135.69819
214,1744998135.72822
215,1744998135.74986
216,1744998135.76826
217,1744998135.78737
218,1744998135.79979
219,1744998135.81137
220,1744998135.82314
221,1744998135.83486
222,1744998135.84722
223,1744998135.86072
224,1744998135.88583
225,1744998135.90233
226,1744998135.92097
227,1744998135.93323
228,1744998135.94415
229,1744998135.9558
230,1744998135.96677
231,1744998135.98351
232,1744998135.99491
233,1744998136.02756
234,1744998136.04994
235,1744998136.06885
236,1744998136.08962
237,1744998136.10309
238,1744998136.11888
239,1744998136.12999
240,1744998136.14215
241,1744998136.15541
242,1744998136.16673
243,1744998136.19692
244,1744998136.22052
245,1744998136.2376
246,1744998136.25595
247,1744998136.26797
248,1744998136.27934
249,1744998136.29634
250,1744998136.31393
251,1744998136.32841
252,1744998136.33995
253,1744998136.36255
254,1744998136.38132
255,1744998136.39757
256,1744998136.4118
257,1744998136.4246
258,1744998136.43545
259,1744998136.4506
260,1744998136.46203
261,1744998136.48099
262,1744998136.5131
263,1744998136.53496
264,1744998136.5525
265,1744998136.58309
266,1744998136.6056
267,1744998136.62456
268,1744998136.63996
269,1744998136.65372
270,1744998136.66562
271,1744998136.67684
272,1744998136.68834
273,1744998136.69915
274,1744998136.71031
275,1744998136.72198
276,1744998136.73391
277,1744998136.75113
278,1744998136.78246
279,1744998136.81039
280,1744998136.83361
281,1744998136.85266
282,1744998136.86926
283,1744998136.88154
284,1744998136.89367
285,1744998136.90491
286,1744998136.91636
287,1744998136.92761
288,1744998136.93928
289,1744998136.95249
290,1744998136.97575
291,1744998137.00031
292,1744998137.02
293,1744998137.03657
294,1744998137.05086
295,1744998137.06407
296,1744998137.07604
297,1744998137.09571
298,1744998137.11609
299,1744998137.13733
300,1744998137.16878
301,1744998137.19256
302,1744998137.21428
303,1744998137.23049
304,1744998137.24417
305,1744998137.25682
306,1744998137.26831
307,1744998137.27973
308,1744998137.2913
309,1744998137.30548
310,1744998137.31907
311,1744998137.33054
312,1744998137.3425
313,1744998137.35763
314,1744998137.38789
315,1744998137.40981
316,1744998137.42808
317,1744998137.44347
318,1744998137.45768
319,1744998137.46974
320,1744998137.48322
321,1744998137.49522
322,1744998137.50697
323,1744998137.53385
324,1744998137.55236
325,1744998137.56979
326,1744998137.58455
327,1744998137.5984
328,1744998137.62148
329,1744998137.64147
330,1744998137.65783
331,1744998137.67151
332,1744998137.68402
333,1744998137.69788
334,1744998137.70877
335,1744998137.73055
336,1744998137.74589
337,1744998137.76335
338,1744998137.77609
339,1744998137.79074
340,1744998137.80311
341,1744998137.82898
342,1744998137.8587
343,1744998137.88385
344,1744998137.90511
345,1744998137.91904
