Trial,BagFile,Topic,VideoFile,NumFrames,FPS
T01,trial_2025-04-24-11-16-15.bag,/left/decklink/ECM/image_raw/compressed,T01_left.mp4,5469,59.9130332864253
T01,trial_2025-04-24-11-16-15.bag,/right/decklink/ECM/image_raw/compressed,T01_right.mp4,5474,59.9422900593592
T02,trial_2025-04-24-11-18-08.bag,/left/decklink/ECM/image_raw/compressed,T02_left.mp4,7824,59.9257985250806
T02,trial_2025-04-24-11-18-08.bag,/right/decklink/ECM/image_raw/compressed,T02_right.mp4,7825,59.934373491555
T03,trial_2025-04-24-11-21-28.bag,/left/decklink/ECM/image_raw/compressed,T03_left.mp4,4345,59.9353879313504
T03,trial_2025-04-24-11-21-28.bag,/right/decklink/ECM/image_raw/compressed,T03_right.mp4,4346,59.9267905549852
T04,trial_2025-04-24-11-23-22.bag,/left/decklink/ECM/image_raw/compressed,T04_left.mp4,4790,59.8933403714181
T04,trial_2025-04-24-11-23-22.bag,/right/decklink/ECM/image_raw/compressed,T04_right.mp4,4791,59.9305574870465
T05,trial_2025-04-24-11-25-03.bag,/left/decklink/ECM/image_raw/compressed,T05_left.mp4,6004,59.9317874360539
T05,trial_2025-04-24-11-25-03.bag,/right/decklink/ECM/image_raw/compressed,T05_right.mp4,6005,59.9350736387332
T06,trial_2025-04-24-11-27-22.bag,/left/decklink/ECM/image_raw/compressed,T06_left.mp4,5810,59.9307520837245
T06,trial_2025-04-24-11-27-22.bag,/right/decklink/ECM/image_raw/compressed,T06_right.mp4,5810,59.9314840022358
T07,trial_2025-04-24-11-29-41.bag,/left/decklink/ECM/image_raw/compressed,T07_left.mp4,5454,59.9333548016737
T07,trial_2025-04-24-11-29-41.bag,/right/decklink/ECM/image_raw/compressed,T07_right.mp4,5452,59.9154654895909
