Frame,Timestamp
1,1745508202.42049
2,1745508202.44511
3,1745508202.46329
4,1745508202.47803
5,1745508202.49192
6,1745508202.50465
7,1745508202.52646
8,1745508202.54226
9,1745508202.56052
10,1745508202.5727
11,1745508202.59184
12,1745508202.60677
13,1745508202.62387
14,1745508202.65352
15,1745508202.67576
16,1745508202.69476
17,1745508202.71093
18,1745508202.72503
19,1745508202.73781
20,1745508202.75
21,1745508202.7658
22,1745508202.79012
23,1745508202.80193
24,1745508202.8145
25,1745508202.82677
26,1745508202.83896
27,1745508202.85182
28,1745508202.86401
29,1745508202.88222
30,1745508202.89929
31,1745508202.91742
32,1745508202.9458
33,1745508202.96258
34,1745508202.97588
35,1745508202.99341
36,1745508203.00551
37,1745508203.03082
38,1745508203.04951
39,1745508203.08048
40,1745508203.10426
41,1745508203.125
42,1745508203.15512
43,1745508203.18101
44,1745508203.20048
45,1745508203.21593
46,1745508203.22951
47,1745508203.24176
48,1745508203.25434
49,1745508203.26645
50,1745508203.27923
51,1745508203.29156
52,1745508203.3043
53,1745508203.3174
54,1745508203.33049
55,1745508203.3421
56,1745508203.35477
57,1745508203.38528
58,1745508203.40871
59,1745508203.4271
60,1745508203.45209
61,1745508203.47127
62,1745508203.48824
63,1745508203.50378
64,1745508203.51772
65,1745508203.53324
66,1745508203.54714
67,1745508203.56092
68,1745508203.57412
69,1745508203.58666
70,1745508203.59922
71,1745508203.61247
72,1745508203.62523
73,1745508203.63828
74,1745508203.65234
75,1745508203.6867
76,1745508203.71156
77,1745508203.73072
78,1745508203.7472
79,1745508203.7624
80,1745508203.77529
81,1745508203.78782
82,1745508203.80128
83,1745508203.81397
84,1745508203.8276
85,1745508203.83975
86,1745508203.85398
87,1745508203.86648
88,1745508203.87938
89,1745508203.89325
90,1745508203.90599
91,1745508203.92609
92,1745508203.94442
93,1745508203.95987
94,1745508203.97396
95,1745508203.99233
96,1745508204.00799
97,1745508204.03095
98,1745508204.04812
99,1745508204.06291
100,1745508204.08004
101,1745508204.09244
102,1745508204.10437
103,1745508204.1287
104,1745508204.14547
105,1745508204.16114
106,1745508204.17549
107,1745508204.18941
108,1745508204.20182
109,1745508204.22686
110,1745508204.24301
111,1745508204.25998
112,1745508204.28839
113,1745508204.31712
114,1745508204.34534
115,1745508204.36766
116,1745508204.39848
117,1745508204.42117
118,1745508204.44053
119,1745508204.45701
120,1745508204.4708
121,1745508204.48364
122,1745508204.49605
123,1745508204.50807
124,1745508204.52045
125,1745508204.5331
126,1745508204.54555
127,1745508204.55801
128,1745508204.57002
129,1745508204.58221
130,1745508204.59501
131,1745508204.60734
132,1745508204.61991
133,1745508204.63378
134,1745508204.65025
135,1745508204.66643
136,1745508204.69833
137,1745508204.72162
138,1745508204.74012
139,1745508204.76188
140,1745508204.78087
141,1745508204.79776
142,1745508204.81247
143,1745508204.82525
144,1745508204.83719
145,1745508204.84976
146,1745508204.86221
147,1745508204.87416
148,1745508204.88715
149,1745508204.89961
150,1745508204.91169
151,1745508204.92767
152,1745508204.95992
153,1745508204.98123
154,1745508205.00089
155,1745508205.0162
156,1745508205.02958
157,1745508205.04221
158,1745508205.0547
159,1745508205.06686
160,1745508205.07919
161,1745508205.09495
162,1745508205.12621
163,1745508205.14829
164,1745508205.16651
165,1745508205.18221
166,1745508205.19774
167,1745508205.21042
168,1745508205.22256
169,1745508205.23483
170,1745508205.24949
171,1745508205.26198
172,1745508205.27628
173,1745508205.29465
174,1745508205.30903
175,1745508205.32933
176,1745508205.36041
177,1745508205.38372
178,1745508205.40178
179,1745508205.41766
180,1745508205.43244
181,1745508205.44542
182,1745508205.45822
183,1745508205.47057
184,1745508205.48336
185,1745508205.49583
186,1745508205.50844
187,1745508205.52246
188,1745508205.53474
189,1745508205.55072
190,1745508205.56338
191,1745508205.58145
192,1745508205.6084
193,1745508205.63413
194,1745508205.65757
195,1745508205.67782
196,1745508205.69627
197,1745508205.71002
198,1745508205.72253
199,1745508205.73565
200,1745508205.74772
201,1745508205.76112
202,1745508205.77305
203,1745508205.80026
204,1745508205.83272
205,1745508205.86485
206,1745508205.88796
207,1745508205.90742
208,1745508205.9243
209,1745508205.9386
210,1745508205.95167
211,1745508205.96407
212,1745508205.97614
213,1745508205.98876
214,1745508206.00116
215,1745508206.01329
216,1745508206.02542
217,1745508206.03767
218,1745508206.04969
219,1745508206.06256
220,1745508206.07477
221,1745508206.09724
222,1745508206.11319
223,1745508206.12776
224,1745508206.1401
225,1745508206.15518
226,1745508206.1671
227,1745508206.18352
228,1745508206.19642
229,1745508206.22826
230,1745508206.24189
231,1745508206.25635
232,1745508206.26864
233,1745508206.29055
234,1745508206.30393
235,1745508206.31981
236,1745508206.33224
237,1745508206.35715
238,1745508206.37481
239,1745508206.39331
240,1745508206.40852
241,1745508206.42969
242,1745508206.44492
243,1745508206.46202
244,1745508206.48145
245,1745508206.49914
246,1745508206.52375
247,1745508206.54709
248,1745508206.56532
249,1745508206.58349
250,1745508206.6039
251,1745508206.62154
252,1745508206.63736
253,1745508206.65268
254,1745508206.66616
255,1745508206.67821
256,1745508206.69075
257,1745508206.70395
258,1745508206.71647
259,1745508206.72947
260,1745508206.74146
261,1745508206.75362
262,1745508206.76669
263,1745508206.79416
